Age_grp,serotype,n,disease,Indigenous.status,year
5-14,23B,1,UNKNOWN,Non-Indigenous,2021
5-14,24F,1,UNKNOWN,Non-Indigenous,2021
5-14,31,0,UNKNOWN,Non-Indigenous,2021
5-14,34,0,UNKNOWN,Non-Indigenous,2021
5-14,35B,0,UNKNOWN,Non-Indigenous,2021
5-14,35F,0,UNKNOWN,Non-Indigenous,2021
5-14,Non typable,0,UNKNOWN,Non-Indigenous,2021
5-14,Unknown,2,UNKNOWN,Non-Indigenous,2021
15-24,4,0,UNKNOWN,Non-Indigenous,2021
15-24,18C,1,UNKNOWN,Non-Indigenous,2021
15-24,19F,1,UNKNOWN,Non-Indigenous,2021
15-24,23F,0,UNKNOWN,Non-Indigenous,2021
15-24,3,0,UNKNOWN,Non-Indigenous,2021
15-24,7F,1,UNKNOWN,Non-Indigenous,2021
15-24,8,5,UNKNOWN,Non-Indigenous,2021
15-24,9N,0,UNKNOWN,Non-Indigenous,2021
15-24,10A,0,UNKNOWN,Non-Indigenous,2021
15-24,11A,0,UNKNOWN,Non-Indigenous,2021
15-24,12F,0,UNKNOWN,Non-Indigenous,2021
15-24,15B,0,UNKNOWN,Non-Indigenous,2021
15-24,19A,0,UNKNOWN,Non-Indigenous,2021
15-24,22F,0,UNKNOWN,Non-Indigenous,2021
15-24,33F,0,UNKNOWN,Non-Indigenous,2021
15-24,6C,0,UNKNOWN,Non-Indigenous,2021
15-24,10F,0,UNKNOWN,Non-Indigenous,2021
15-24,15A,0,UNKNOWN,Non-Indigenous,2021
15-24,15C,0,UNKNOWN,Non-Indigenous,2021
15-24,16F,0,UNKNOWN,Non-Indigenous,2021
15-24,18A,1,UNKNOWN,Non-Indigenous,2021
15-24,23A,0,UNKNOWN,Non-Indigenous,2021
15-24,23B,0,UNKNOWN,Non-Indigenous,2021
15-24,24F,0,UNKNOWN,Non-Indigenous,2021
15-24,31,0,UNKNOWN,Non-Indigenous,2021
15-24,34,0,UNKNOWN,Non-Indigenous,2021
15-24,35B,0,UNKNOWN,Non-Indigenous,2021
15-24,35F,0,UNKNOWN,Non-Indigenous,2021
15-24,Non typable,0,UNKNOWN,Non-Indigenous,2021
15-24,Unknown,0,UNKNOWN,Non-Indigenous,2021
25-49,4,3,UNKNOWN,Non-Indigenous,2021
25-49,18C,2,UNKNOWN,Non-Indigenous,2021
25-49,19F,3,UNKNOWN,Non-Indigenous,2021
25-49,23F,0,UNKNOWN,Non-Indigenous,2021
25-49,3,7,UNKNOWN,Non-Indigenous,2021
25-49,7F,0,UNKNOWN,Non-Indigenous,2021
25-49,8,7,UNKNOWN,Non-Indigenous,2021
25-49,9N,2,UNKNOWN,Non-Indigenous,2021
25-49,10A,1,UNKNOWN,Non-Indigenous,2021
25-49,11A,2,UNKNOWN,Non-Indigenous,2021
25-49,12F,1,UNKNOWN,Non-Indigenous,2021
25-49,15B,1,UNKNOWN,Non-Indigenous,2021
25-49,19A,3,UNKNOWN,Non-Indigenous,2021
25-49,22F,6,UNKNOWN,Non-Indigenous,2021
25-49,33F,3,UNKNOWN,Non-Indigenous,2021
25-49,6C,0,UNKNOWN,Non-Indigenous,2021
25-49,10F,0,UNKNOWN,Non-Indigenous,2021
25-49,15A,0,UNKNOWN,Non-Indigenous,2021
25-49,15C,1,UNKNOWN,Non-Indigenous,2021
25-49,16F,1,UNKNOWN,Non-Indigenous,2021
25-49,18A,0,UNKNOWN,Non-Indigenous,2021
25-49,23A,1,UNKNOWN,Non-Indigenous,2021
25-49,23B,5,UNKNOWN,Non-Indigenous,2021
25-49,24F,1,UNKNOWN,Non-Indigenous,2021
25-49,31,0,UNKNOWN,Non-Indigenous,2021
25-49,34,2,UNKNOWN,Non-Indigenous,2021
25-49,35B,1,UNKNOWN,Non-Indigenous,2021
25-49,35F,0,UNKNOWN,Non-Indigenous,2021
25-49,Non typable,0,UNKNOWN,Non-Indigenous,2021
25-49,Unknown,2,UNKNOWN,Non-Indigenous,2021
50-64,4,0,UNKNOWN,Non-Indigenous,2021
50-64,18C,0,UNKNOWN,Non-Indigenous,2021
50-64,19F,3,UNKNOWN,Non-Indigenous,2021
50-64,23F,1,UNKNOWN,Non-Indigenous,2021
50-64,3,2,UNKNOWN,Non-Indigenous,2021
50-64,7F,0,UNKNOWN,Non-Indigenous,2021
50-64,8,1,UNKNOWN,Non-Indigenous,2021
50-64,9N,3,UNKNOWN,Non-Indigenous,2021
50-64,10A,0,UNKNOWN,Non-Indigenous,2021
50-64,11A,2,UNKNOWN,Non-Indigenous,2021
50-64,12F,1,UNKNOWN,Non-Indigenous,2021
50-64,15B,3,UNKNOWN,Non-Indigenous,2021
50-64,19A,1,UNKNOWN,Non-Indigenous,2021
50-64,22F,3,UNKNOWN,Non-Indigenous,2021
50-64,33F,0,UNKNOWN,Non-Indigenous,2021
50-64,6C,1,UNKNOWN,Non-Indigenous,2021
50-64,10F,1,UNKNOWN,Non-Indigenous,2021
50-64,15A,0,UNKNOWN,Non-Indigenous,2021
50-64,15C,0,UNKNOWN,Non-Indigenous,2021
50-64,16F,1,UNKNOWN,Non-Indigenous,2021
50-64,18A,0,UNKNOWN,Non-Indigenous,2021
50-64,23A,1,UNKNOWN,Non-Indigenous,2021
50-64,23B,2,UNKNOWN,Non-Indigenous,2021
50-64,24F,0,UNKNOWN,Non-Indigenous,2021
50-64,31,0,UNKNOWN,Non-Indigenous,2021
50-64,34,0,UNKNOWN,Non-Indigenous,2021
50-64,35B,0,UNKNOWN,Non-Indigenous,2021
50-64,35F,0,UNKNOWN,Non-Indigenous,2021
50-64,Non typable,1,UNKNOWN,Non-Indigenous,2021
50-64,Unknown,4,UNKNOWN,Non-Indigenous,2021
65-69,4,0,UNKNOWN,Non-Indigenous,2021
65-69,18C,0,UNKNOWN,Non-Indigenous,2021
65-69,19F,1,UNKNOWN,Non-Indigenous,2021
65-69,23F,0,UNKNOWN,Non-Indigenous,2021
65-69,3,0,UNKNOWN,Non-Indigenous,2021
65-69,7F,0,UNKNOWN,Non-Indigenous,2021
65-69,8,0,UNKNOWN,Non-Indigenous,2021
65-69,9N,3,UNKNOWN,Non-Indigenous,2021
65-69,10A,0,UNKNOWN,Non-Indigenous,2021
65-69,11A,0,UNKNOWN,Non-Indigenous,2021
65-69,12F,0,UNKNOWN,Non-Indigenous,2021
65-69,15B,1,UNKNOWN,Non-Indigenous,2021
65-69,19A,0,UNKNOWN,Non-Indigenous,2021
65-69,22F,0,UNKNOWN,Non-Indigenous,2021
65-69,33F,0,UNKNOWN,Non-Indigenous,2021
65-69,6C,0,UNKNOWN,Non-Indigenous,2021
65-69,10F,0,UNKNOWN,Non-Indigenous,2021
65-69,15A,0,UNKNOWN,Non-Indigenous,2021
65-69,15C,0,UNKNOWN,Non-Indigenous,2021
65-69,16F,1,UNKNOWN,Non-Indigenous,2021
65-69,18A,0,UNKNOWN,Non-Indigenous,2021
65-69,23A,2,UNKNOWN,Non-Indigenous,2021
65-69,23B,1,UNKNOWN,Non-Indigenous,2021
65-69,24F,2,UNKNOWN,Non-Indigenous,2021
65-69,31,0,UNKNOWN,Non-Indigenous,2021
65-69,34,0,UNKNOWN,Non-Indigenous,2021
65-69,35B,0,UNKNOWN,Non-Indigenous,2021
65-69,35F,0,UNKNOWN,Non-Indigenous,2021
65-69,Non typable,0,UNKNOWN,Non-Indigenous,2021
65-69,Unknown,0,UNKNOWN,Non-Indigenous,2021
70-74,4,0,UNKNOWN,Non-Indigenous,2021
70-74,18C,0,UNKNOWN,Non-Indigenous,2021
70-74,19F,2,UNKNOWN,Non-Indigenous,2021
70-74,23F,0,UNKNOWN,Non-Indigenous,2021
70-74,3,0,UNKNOWN,Non-Indigenous,2021
70-74,7F,0,UNKNOWN,Non-Indigenous,2021
70-74,8,0,UNKNOWN,Non-Indigenous,2021
70-74,9N,0,UNKNOWN,Non-Indigenous,2021
70-74,10A,0,UNKNOWN,Non-Indigenous,2021
70-74,11A,2,UNKNOWN,Non-Indigenous,2021
70-74,12F,0,UNKNOWN,Non-Indigenous,2021
70-74,15B,0,UNKNOWN,Non-Indigenous,2021
70-74,19A,0,UNKNOWN,Non-Indigenous,2021
70-74,22F,0,UNKNOWN,Non-Indigenous,2021
70-74,33F,0,UNKNOWN,Non-Indigenous,2021
70-74,6C,0,UNKNOWN,Non-Indigenous,2021
70-74,10F,0,UNKNOWN,Non-Indigenous,2021
70-74,15A,0,UNKNOWN,Non-Indigenous,2021
70-74,15C,1,UNKNOWN,Non-Indigenous,2021
70-74,16F,0,UNKNOWN,Non-Indigenous,2021
70-74,18A,0,UNKNOWN,Non-Indigenous,2021
70-74,23A,0,UNKNOWN,Non-Indigenous,2021
70-74,23B,0,UNKNOWN,Non-Indigenous,2021
70-74,24F,0,UNKNOWN,Non-Indigenous,2021
70-74,31,0,UNKNOWN,Non-Indigenous,2021
70-74,34,0,UNKNOWN,Non-Indigenous,2021
70-74,35B,0,UNKNOWN,Non-Indigenous,2021
70-74,35F,0,UNKNOWN,Non-Indigenous,2021
70-74,Non typable,0,UNKNOWN,Non-Indigenous,2021
70-74,Unknown,0,UNKNOWN,Non-Indigenous,2021
75-79,4,0,UNKNOWN,Non-Indigenous,2021
75-79,18C,0,UNKNOWN,Non-Indigenous,2021
75-79,19F,1,UNKNOWN,Non-Indigenous,2021
75-79,23F,0,UNKNOWN,Non-Indigenous,2021
75-79,3,1,UNKNOWN,Non-Indigenous,2021
75-79,7F,0,UNKNOWN,Non-Indigenous,2021
75-79,8,0,UNKNOWN,Non-Indigenous,2021
75-79,9N,1,UNKNOWN,Non-Indigenous,2021
75-79,10A,0,UNKNOWN,Non-Indigenous,2021
75-79,11A,0,UNKNOWN,Non-Indigenous,2021
75-79,12F,0,UNKNOWN,Non-Indigenous,2021
75-79,15B,0,UNKNOWN,Non-Indigenous,2021
75-79,19A,0,UNKNOWN,Non-Indigenous,2021
75-79,22F,0,UNKNOWN,Non-Indigenous,2021
75-79,33F,1,UNKNOWN,Non-Indigenous,2021
75-79,6C,1,UNKNOWN,Non-Indigenous,2021
75-79,10F,0,UNKNOWN,Non-Indigenous,2021
75-79,15A,0,UNKNOWN,Non-Indigenous,2021
75-79,15C,0,UNKNOWN,Non-Indigenous,2021
75-79,16F,0,UNKNOWN,Non-Indigenous,2021
75-79,18A,0,UNKNOWN,Non-Indigenous,2021
75-79,23A,1,UNKNOWN,Non-Indigenous,2021
75-79,23B,0,UNKNOWN,Non-Indigenous,2021
75-79,24F,0,UNKNOWN,Non-Indigenous,2021
75-79,31,0,UNKNOWN,Non-Indigenous,2021
75-79,34,0,UNKNOWN,Non-Indigenous,2021
75-79,35B,0,UNKNOWN,Non-Indigenous,2021
75-79,35F,1,UNKNOWN,Non-Indigenous,2021
75-79,Non typable,0,UNKNOWN,Non-Indigenous,2021
75-79,Unknown,0,UNKNOWN,Non-Indigenous,2021
80-84,4,0,UNKNOWN,Non-Indigenous,2021
80-84,18C,0,UNKNOWN,Non-Indigenous,2021
80-84,19F,1,UNKNOWN,Non-Indigenous,2021
80-84,23F,0,UNKNOWN,Non-Indigenous,2021
80-84,3,0,UNKNOWN,Non-Indigenous,2021
80-84,7F,0,UNKNOWN,Non-Indigenous,2021
80-84,8,0,UNKNOWN,Non-Indigenous,2021
80-84,9N,1,UNKNOWN,Non-Indigenous,2021
80-84,10A,0,UNKNOWN,Non-Indigenous,2021
80-84,11A,1,UNKNOWN,Non-Indigenous,2021
80-84,12F,0,UNKNOWN,Non-Indigenous,2021
80-84,15B,0,UNKNOWN,Non-Indigenous,2021
80-84,19A,0,UNKNOWN,Non-Indigenous,2021
80-84,22F,0,UNKNOWN,Non-Indigenous,2021
80-84,33F,0,UNKNOWN,Non-Indigenous,2021
80-84,6C,0,UNKNOWN,Non-Indigenous,2021
80-84,10F,0,UNKNOWN,Non-Indigenous,2021
80-84,15A,0,UNKNOWN,Non-Indigenous,2021
80-84,15C,0,UNKNOWN,Non-Indigenous,2021
80-84,16F,0,UNKNOWN,Non-Indigenous,2021
80-84,18A,0,UNKNOWN,Non-Indigenous,2021
80-84,23A,1,UNKNOWN,Non-Indigenous,2021
80-84,23B,0,UNKNOWN,Non-Indigenous,2021
80-84,24F,0,UNKNOWN,Non-Indigenous,2021
80-84,31,1,UNKNOWN,Non-Indigenous,2021
80-84,34,0,UNKNOWN,Non-Indigenous,2021
80-84,35B,0,UNKNOWN,Non-Indigenous,2021
80-84,35F,0,UNKNOWN,Non-Indigenous,2021
80-84,Non typable,0,UNKNOWN,Non-Indigenous,2021
80-84,Unknown,0,UNKNOWN,Non-Indigenous,2021
85-89,4,0,UNKNOWN,Non-Indigenous,2021
85-89,18C,0,UNKNOWN,Non-Indigenous,2021
85-89,19F,0,UNKNOWN,Non-Indigenous,2021
85-89,23F,0,UNKNOWN,Non-Indigenous,2021
85-89,3,0,UNKNOWN,Non-Indigenous,2021
85-89,7F,0,UNKNOWN,Non-Indigenous,2021
85-89,8,0,UNKNOWN,Non-Indigenous,2021
85-89,9N,0,UNKNOWN,Non-Indigenous,2021
85-89,10A,0,UNKNOWN,Non-Indigenous,2021
85-89,11A,0,UNKNOWN,Non-Indigenous,2021
85-89,12F,0,UNKNOWN,Non-Indigenous,2021
85-89,15B,0,UNKNOWN,Non-Indigenous,2021
85-89,19A,0,UNKNOWN,Non-Indigenous,2021
85-89,22F,1,UNKNOWN,Non-Indigenous,2021
85-89,33F,0,UNKNOWN,Non-Indigenous,2021
85-89,6C,0,UNKNOWN,Non-Indigenous,2021
85-89,10F,0,UNKNOWN,Non-Indigenous,2021
85-89,15A,0,UNKNOWN,Non-Indigenous,2021
85-89,15C,0,UNKNOWN,Non-Indigenous,2021
85-89,16F,0,UNKNOWN,Non-Indigenous,2021
85-89,18A,0,UNKNOWN,Non-Indigenous,2021
85-89,23A,0,UNKNOWN,Non-Indigenous,2021
85-89,23B,0,UNKNOWN,Non-Indigenous,2021
85-89,24F,0,UNKNOWN,Non-Indigenous,2021
85-89,31,0,UNKNOWN,Non-Indigenous,2021
85-89,34,0,UNKNOWN,Non-Indigenous,2021
85-89,35B,0,UNKNOWN,Non-Indigenous,2021
85-89,35F,0,UNKNOWN,Non-Indigenous,2021
85-89,Non typable,0,UNKNOWN,Non-Indigenous,2021
85-89,Unknown,0,UNKNOWN,Non-Indigenous,2021
90+,4,0,UNKNOWN,Non-Indigenous,2021
90+,18C,0,UNKNOWN,Non-Indigenous,2021
90+,19F,0,UNKNOWN,Non-Indigenous,2021
90+,23F,0,UNKNOWN,Non-Indigenous,2021
90+,3,0,UNKNOWN,Non-Indigenous,2021
90+,7F,0,UNKNOWN,Non-Indigenous,2021
90+,8,0,UNKNOWN,Non-Indigenous,2021
90+,9N,0,UNKNOWN,Non-Indigenous,2021
90+,10A,1,UNKNOWN,Non-Indigenous,2021
90+,11A,0,UNKNOWN,Non-Indigenous,2021
90+,12F,0,UNKNOWN,Non-Indigenous,2021
90+,15B,0,UNKNOWN,Non-Indigenous,2021
90+,19A,0,UNKNOWN,Non-Indigenous,2021
90+,22F,0,UNKNOWN,Non-Indigenous,2021
90+,33F,0,UNKNOWN,Non-Indigenous,2021
90+,6C,0,UNKNOWN,Non-Indigenous,2021
90+,10F,0,UNKNOWN,Non-Indigenous,2021
90+,15A,1,UNKNOWN,Non-Indigenous,2021
90+,15C,0,UNKNOWN,Non-Indigenous,2021
90+,16F,0,UNKNOWN,Non-Indigenous,2021
90+,18A,0,UNKNOWN,Non-Indigenous,2021
90+,23A,0,UNKNOWN,Non-Indigenous,2021
90+,23B,0,UNKNOWN,Non-Indigenous,2021
90+,24F,0,UNKNOWN,Non-Indigenous,2021
90+,31,0,UNKNOWN,Non-Indigenous,2021
90+,34,0,UNKNOWN,Non-Indigenous,2021
90+,35B,0,UNKNOWN,Non-Indigenous,2021
90+,35F,0,UNKNOWN,Non-Indigenous,2021
90+,Non typable,0,UNKNOWN,Non-Indigenous,2021
90+,Unknown,0,UNKNOWN,Non-Indigenous,2021
0-1M,3,0,UNKNOWN,Non-Indigenous,2021
0-1M,9N,1,UNKNOWN,Non-Indigenous,2021
0-1M,15B,0,UNKNOWN,Non-Indigenous,2021
0-1M,19A,0,UNKNOWN,Non-Indigenous,2021
0-1M,16F,0,UNKNOWN,Non-Indigenous,2021
2-3M,3,0,UNKNOWN,Non-Indigenous,2021
2-3M,9N,0,UNKNOWN,Non-Indigenous,2021
2-3M,15B,0,UNKNOWN,Non-Indigenous,2021
2-3M,19A,1,UNKNOWN,Non-Indigenous,2021
2-3M,16F,0,UNKNOWN,Non-Indigenous,2021
6-11M,3,1,UNKNOWN,Non-Indigenous,2021
6-11M,9N,0,UNKNOWN,Non-Indigenous,2021
6-11M,15B,0,UNKNOWN,Non-Indigenous,2021
6-11M,19A,1,UNKNOWN,Non-Indigenous,2021
6-11M,16F,1,UNKNOWN,Non-Indigenous,2021
1-4,4,0,UNKNOWN,Non-Indigenous,2020
1-4,6B,0,UNKNOWN,Non-Indigenous,2020
1-4,9V,0,UNKNOWN,Non-Indigenous,2020
1-4,19F,1,UNKNOWN,Non-Indigenous,2020
1-4,1,0,UNKNOWN,Non-Indigenous,2020
1-4,3,3,UNKNOWN,Non-Indigenous,2020
1-4,7F,0,UNKNOWN,Non-Indigenous,2020
1-4,8,0,UNKNOWN,Non-Indigenous,2020
1-4,9N,0,UNKNOWN,Non-Indigenous,2020
1-4,10A,0,UNKNOWN,Non-Indigenous,2020
1-4,11A,0,UNKNOWN,Non-Indigenous,2020
1-4,12F,0,UNKNOWN,Non-Indigenous,2020
1-4,15B,1,UNKNOWN,Non-Indigenous,2020
1-4,17F,0,UNKNOWN,Non-Indigenous,2020
1-4,19A,1,UNKNOWN,Non-Indigenous,2020
1-4,20,0,UNKNOWN,Non-Indigenous,2020
1-4,22F,0,UNKNOWN,Non-Indigenous,2020
1-4,33F,0,UNKNOWN,Non-Indigenous,2020
1-4,6C,0,UNKNOWN,Non-Indigenous,2020
1-4,15A,1,UNKNOWN,Non-Indigenous,2020
1-4,15C,2,UNKNOWN,Non-Indigenous,2020
1-4,16F,0,UNKNOWN,Non-Indigenous,2020
1-4,21,0,UNKNOWN,Non-Indigenous,2020
1-4,23A,0,UNKNOWN,Non-Indigenous,2020
1-4,23B,1,UNKNOWN,Non-Indigenous,2020
1-4,24,1,UNKNOWN,Non-Indigenous,2020
1-4,24B,0,UNKNOWN,Non-Indigenous,2020
1-4,31,0,UNKNOWN,Non-Indigenous,2020
1-4,33B,0,UNKNOWN,Non-Indigenous,2020
1-4,35B,0,UNKNOWN,Non-Indigenous,2020
1-4,35F,0,UNKNOWN,Non-Indigenous,2020
1-4,38,0,UNKNOWN,Non-Indigenous,2020
1-4,Non typable,0,UNKNOWN,Non-Indigenous,2020
1-4,Unknown,0,UNKNOWN,Non-Indigenous,2020
5-14,4,0,UNKNOWN,Non-Indigenous,2020
5-14,6B,0,UNKNOWN,Non-Indigenous,2020
5-14,9V,0,UNKNOWN,Non-Indigenous,2020
5-14,19F,1,UNKNOWN,Non-Indigenous,2020
5-14,1,0,UNKNOWN,Non-Indigenous,2020
5-14,3,1,UNKNOWN,Non-Indigenous,2020
5-14,7F,0,UNKNOWN,Non-Indigenous,2020
5-14,8,0,UNKNOWN,Non-Indigenous,2020
5-14,9N,0,UNKNOWN,Non-Indigenous,2020
5-14,10A,0,UNKNOWN,Non-Indigenous,2020
5-14,11A,0,UNKNOWN,Non-Indigenous,2020
5-14,12F,0,UNKNOWN,Non-Indigenous,2020
5-14,15B,0,UNKNOWN,Non-Indigenous,2020
5-14,17F,0,UNKNOWN,Non-Indigenous,2020
5-14,19A,3,UNKNOWN,Non-Indigenous,2020
5-14,20,0,UNKNOWN,Non-Indigenous,2020
5-14,22F,1,UNKNOWN,Non-Indigenous,2020
5-14,33F,0,UNKNOWN,Non-Indigenous,2020
5-14,6C,0,UNKNOWN,Non-Indigenous,2020
5-14,15A,0,UNKNOWN,Non-Indigenous,2020
5-14,15C,0,UNKNOWN,Non-Indigenous,2020
5-14,16F,0,UNKNOWN,Non-Indigenous,2020
5-14,21,0,UNKNOWN,Non-Indigenous,2020
5-14,23A,0,UNKNOWN,Non-Indigenous,2020
5-14,23B,0,UNKNOWN,Non-Indigenous,2020
5-14,24,0,UNKNOWN,Non-Indigenous,2020
5-14,24B,0,UNKNOWN,Non-Indigenous,2020
5-14,31,0,UNKNOWN,Non-Indigenous,2020
5-14,33B,0,UNKNOWN,Non-Indigenous,2020
5-14,35B,1,UNKNOWN,Non-Indigenous,2020
5-14,35F,0,UNKNOWN,Non-Indigenous,2020
5-14,38,0,UNKNOWN,Non-Indigenous,2020
5-14,Non typable,0,UNKNOWN,Non-Indigenous,2020
5-14,Unknown,1,UNKNOWN,Non-Indigenous,2020
15-24,4,0,UNKNOWN,Non-Indigenous,2020
15-24,6B,0,UNKNOWN,Non-Indigenous,2020
15-24,9V,0,UNKNOWN,Non-Indigenous,2020
15-24,19F,1,UNKNOWN,Non-Indigenous,2020
15-24,1,0,UNKNOWN,Non-Indigenous,2020
15-24,3,0,UNKNOWN,Non-Indigenous,2020
15-24,7F,0,UNKNOWN,Non-Indigenous,2020
15-24,8,0,UNKNOWN,Non-Indigenous,2020
15-24,9N,0,UNKNOWN,Non-Indigenous,2020
15-24,10A,0,UNKNOWN,Non-Indigenous,2020
15-24,11A,0,UNKNOWN,Non-Indigenous,2020
15-24,12F,0,UNKNOWN,Non-Indigenous,2020
15-24,15B,0,UNKNOWN,Non-Indigenous,2020
15-24,17F,0,UNKNOWN,Non-Indigenous,2020
15-24,19A,0,UNKNOWN,Non-Indigenous,2020
15-24,20,0,UNKNOWN,Non-Indigenous,2020
15-24,22F,0,UNKNOWN,Non-Indigenous,2020
15-24,33F,1,UNKNOWN,Non-Indigenous,2020
15-24,6C,1,UNKNOWN,Non-Indigenous,2020
15-24,15A,0,UNKNOWN,Non-Indigenous,2020
15-24,15C,0,UNKNOWN,Non-Indigenous,2020
15-24,16F,0,UNKNOWN,Non-Indigenous,2020
15-24,21,0,UNKNOWN,Non-Indigenous,2020
15-24,23A,0,UNKNOWN,Non-Indigenous,2020
15-24,23B,0,UNKNOWN,Non-Indigenous,2020
15-24,24,0,UNKNOWN,Non-Indigenous,2020
15-24,24B,0,UNKNOWN,Non-Indigenous,2020
15-24,31,0,UNKNOWN,Non-Indigenous,2020
15-24,33B,0,UNKNOWN,Non-Indigenous,2020
15-24,35B,0,UNKNOWN,Non-Indigenous,2020
15-24,35F,0,UNKNOWN,Non-Indigenous,2020
15-24,38,0,UNKNOWN,Non-Indigenous,2020
15-24,Non typable,0,UNKNOWN,Non-Indigenous,2020
15-24,Unknown,1,UNKNOWN,Non-Indigenous,2020
25-49,4,1,UNKNOWN,Non-Indigenous,2020
25-49,6B,0,UNKNOWN,Non-Indigenous,2020
25-49,9V,1,UNKNOWN,Non-Indigenous,2020
25-49,19F,5,UNKNOWN,Non-Indigenous,2020
25-49,1,1,UNKNOWN,Non-Indigenous,2020
25-49,3,11,UNKNOWN,Non-Indigenous,2020
25-49,7F,3,UNKNOWN,Non-Indigenous,2020
25-49,8,8,UNKNOWN,Non-Indigenous,2020
25-49,9N,6,UNKNOWN,Non-Indigenous,2020
25-49,10A,0,UNKNOWN,Non-Indigenous,2020
25-49,11A,0,UNKNOWN,Non-Indigenous,2020
25-49,12F,4,UNKNOWN,Non-Indigenous,2020
25-49,15B,2,UNKNOWN,Non-Indigenous,2020
25-49,17F,0,UNKNOWN,Non-Indigenous,2020
25-49,19A,4,UNKNOWN,Non-Indigenous,2020
25-49,20,1,UNKNOWN,Non-Indigenous,2020
25-49,22F,1,UNKNOWN,Non-Indigenous,2020
25-49,33F,1,UNKNOWN,Non-Indigenous,2020
25-49,6C,2,UNKNOWN,Non-Indigenous,2020
25-49,15A,1,UNKNOWN,Non-Indigenous,2020
25-49,15C,0,UNKNOWN,Non-Indigenous,2020
25-49,16F,2,UNKNOWN,Non-Indigenous,2020
25-49,21,1,UNKNOWN,Non-Indigenous,2020
25-49,23A,2,UNKNOWN,Non-Indigenous,2020
25-49,23B,7,UNKNOWN,Non-Indigenous,2020
25-49,24,0,UNKNOWN,Non-Indigenous,2020
25-49,24B,0,UNKNOWN,Non-Indigenous,2020
25-49,31,0,UNKNOWN,Non-Indigenous,2020
25-49,33B,0,UNKNOWN,Non-Indigenous,2020
25-49,35B,0,UNKNOWN,Non-Indigenous,2020
25-49,35F,0,UNKNOWN,Non-Indigenous,2020
25-49,38,0,UNKNOWN,Non-Indigenous,2020
25-49,Non typable,0,UNKNOWN,Non-Indigenous,2020
25-49,Unknown,4,UNKNOWN,Non-Indigenous,2020
50-64,4,0,UNKNOWN,Non-Indigenous,2020
50-64,6B,0,UNKNOWN,Non-Indigenous,2020
50-64,9V,0,UNKNOWN,Non-Indigenous,2020
50-64,19F,2,UNKNOWN,Non-Indigenous,2020
50-64,1,0,UNKNOWN,Non-Indigenous,2020
50-64,3,1,UNKNOWN,Non-Indigenous,2020
50-64,7F,0,UNKNOWN,Non-Indigenous,2020
50-64,8,2,UNKNOWN,Non-Indigenous,2020
50-64,9N,5,UNKNOWN,Non-Indigenous,2020
50-64,10A,2,UNKNOWN,Non-Indigenous,2020
50-64,11A,0,UNKNOWN,Non-Indigenous,2020
50-64,12F,2,UNKNOWN,Non-Indigenous,2020
50-64,15B,1,UNKNOWN,Non-Indigenous,2020
50-64,17F,1,UNKNOWN,Non-Indigenous,2020
50-64,19A,1,UNKNOWN,Non-Indigenous,2020
50-64,20,1,UNKNOWN,Non-Indigenous,2020
50-64,22F,3,UNKNOWN,Non-Indigenous,2020
50-64,33F,1,UNKNOWN,Non-Indigenous,2020
50-64,6C,1,UNKNOWN,Non-Indigenous,2020
50-64,15A,1,UNKNOWN,Non-Indigenous,2020
50-64,15C,0,UNKNOWN,Non-Indigenous,2020
50-64,16F,1,UNKNOWN,Non-Indigenous,2020
50-64,21,0,UNKNOWN,Non-Indigenous,2020
50-64,23A,4,UNKNOWN,Non-Indigenous,2020
50-64,23B,2,UNKNOWN,Non-Indigenous,2020
50-64,24,1,UNKNOWN,Non-Indigenous,2020
50-64,24B,0,UNKNOWN,Non-Indigenous,2020
50-64,31,0,UNKNOWN,Non-Indigenous,2020
50-64,33B,0,UNKNOWN,Non-Indigenous,2020
50-64,35B,0,UNKNOWN,Non-Indigenous,2020
50-64,35F,0,UNKNOWN,Non-Indigenous,2020
50-64,38,0,UNKNOWN,Non-Indigenous,2020
50-64,Non typable,0,UNKNOWN,Non-Indigenous,2020
50-64,Unknown,3,UNKNOWN,Non-Indigenous,2020
65-69,4,0,UNKNOWN,Non-Indigenous,2020
65-69,6B,0,UNKNOWN,Non-Indigenous,2020
65-69,9V,0,UNKNOWN,Non-Indigenous,2020
65-69,19F,1,UNKNOWN,Non-Indigenous,2020
65-69,1,0,UNKNOWN,Non-Indigenous,2020
65-69,3,0,UNKNOWN,Non-Indigenous,2020
65-69,7F,0,UNKNOWN,Non-Indigenous,2020
65-69,8,0,UNKNOWN,Non-Indigenous,2020
65-69,9N,1,UNKNOWN,Non-Indigenous,2020
65-69,10A,0,UNKNOWN,Non-Indigenous,2020
65-69,11A,2,UNKNOWN,Non-Indigenous,2020
65-69,12F,0,UNKNOWN,Non-Indigenous,2020
65-69,15B,0,UNKNOWN,Non-Indigenous,2020
65-69,17F,0,UNKNOWN,Non-Indigenous,2020
65-69,19A,0,UNKNOWN,Non-Indigenous,2020
65-69,20,0,UNKNOWN,Non-Indigenous,2020
65-69,22F,0,UNKNOWN,Non-Indigenous,2020
65-69,33F,0,UNKNOWN,Non-Indigenous,2020
65-69,6C,0,UNKNOWN,Non-Indigenous,2020
65-69,15A,0,UNKNOWN,Non-Indigenous,2020
